New Moon,First Quarter,Full Moon,Third Quarter
1986-09-04T00:00:00,1986-09-11T00:00:00,1986-09-18T00:00:00,1986-09-26T00:00:00
1986-10-03T00:00:00,1986-10-10T00:00:00,1986-10-17T00:00:00,1986-10-25T00:00:00
1986-11-02T00:00:00,1986-11-08T00:00:00,1986-11-16T00:00:00,1986-11-24T00:00:00
1986-12-01T00:00:00,1986-12-08T00:00:00,1986-12-16T00:00:00,1986-12-24T00:00:00
1986-12-31T00:00:00,None,None,None
None,1987-01-06T00:00:00,1987-01-15T00:00:00,1987-01-22T00:00:00
1987-01-29T00:00:00,1987-02-05T00:00:00,1987-02-13T00:00:00,1987-02-21T00:00:00
1987-02-27T00:00:00,1987-03-07T00:00:00,1987-03-15T00:00:00,1987-03-22T00:00:00
1987-03-29T00:00:00,1987-04-06T00:00:00,1987-04-13T00:00:00,1987-04-20T00:00:00
1987-04-27T00:00:00,1987-05-05T00:00:00,1987-05-13T00:00:00,1987-05-20T00:00:00
1987-05-27T00:00:00,1987-06-04T00:00:00,1987-06-11T00:00:00,1987-06-18T00:00:00
1987-06-26T00:00:00,1987-07-04T00:00:00,1987-07-11T00:00:00,1987-07-17T00:00:00
1987-07-25T00:00:00,1987-08-02T00:00:00,1987-08-09T00:00:00,1987-08-16T00:00:00
1987-08-24T00:00:00,1987-09-01T00:00:00,1987-09-07T00:00:00,1987-09-14T00:00:00
1987-09-23T00:00:00,1987-09-30T00:00:00,1987-10-07T00:00:00,1987-10-14T00:00:00
1987-10-22T00:00:00,1987-10-29T00:00:00,1987-11-05T00:00:00,1987-11-13T00:00:00
1987-11-21T00:00:00,1987-11-27T00:00:00,1987-12-05T00:00:00,1987-12-13T00:00:00
1987-12-20T00:00:00,1987-12-27T00:00:00,None,None
None,None,1988-01-03T00:00:00,1988-01-12T00:00:00
1988-01-19T00:00:00,1988-01-25T00:00:00,1988-02-02T00:00:00,1988-02-10T00:00:00
1988-02-17T00:00:00,1988-02-24T00:00:00,1988-03-03T00:00:00,1988-03-11T00:00:00
1988-03-17T00:00:00,1988-03-25T00:00:00,1988-04-02T00:00:00,1988-04-09T00:00:00
1988-04-16T00:00:00,1988-04-23T00:00:00,1988-05-01T00:00:00,1988-05-08T00:00:00
1988-05-15T00:00:00,1988-05-23T00:00:00,1988-05-31T00:00:00,1988-06-07T00:00:00
1988-06-14T00:00:00,1988-06-22T00:00:00,1988-06-29T00:00:00,1988-07-06T00:00:00
1988-07-13T00:00:00,1988-07-21T00:00:00,1988-07-29T00:00:00,1988-08-04T00:00:00
1988-08-12T00:00:00,1988-08-20T00:00:00,1988-08-27T00:00:00,1988-09-03T00:00:00
1988-09-11T00:00:00,1988-09-19T00:00:00,1988-09-25T00:00:00,1988-10-02T00:00:00
1988-10-10T00:00:00,1988-10-18T00:00:00,1988-10-25T00:00:00,1988-11-01T00:00:00
1988-11-09T00:00:00,1988-11-16T00:00:00,1988-11-23T00:00:00,1988-12-01T00:00:00
1988-12-09T00:00:00,1988-12-16T00:00:00,1988-12-23T00:00:00,1988-12-31T00:00:00
1989-01-07T00:00:00,1989-01-14T00:00:00,1989-01-21T00:00:00,1989-01-29T00:00:00
1989-02-06T00:00:00,1989-02-12T00:00:00,1989-02-20T00:00:00,1989-02-28T00:00:00
1989-03-07T00:00:00,1989-03-14T00:00:00,1989-03-22T00:00:00,1989-03-30T00:00:00
1989-04-06T00:00:00,1989-04-12T00:00:00,1989-04-21T00:00:00,1989-04-28T00:00:00
1989-05-05T00:00:00,1989-05-12T00:00:00,1989-05-20T00:00:00,1989-05-28T00:00:00
1989-06-03T00:00:00,1989-06-11T00:00:00,1989-06-19T00:00:00,1989-06-26T00:00:00
1989-07-03T00:00:00,1989-07-10T00:00:00,1989-07-18T00:00:00,1989-07-25T00:00:00
1989-08-01T00:00:00,1989-08-09T00:00:00,1989-08-17T00:00:00,1989-08-23T00:00:00
1989-08-31T00:00:00,1989-09-08T00:00:00,1989-09-15T00:00:00,1989-09-21T00:00:00
1989-09-29T00:00:00,1989-10-07T00:00:00,1989-10-14T00:00:00,1989-10-21T00:00:00
1989-10-29T00:00:00,1989-11-06T00:00:00,1989-11-13T00:00:00,1989-11-20T00:00:00
1989-11-28T00:00:00,1989-12-05T00:00:00,1989-12-12T00:00:00,1989-12-19T00:00:00
1989-12-28T00:00:00,None,None,None
None,1990-01-04T00:00:00,1990-01-11T00:00:00,1990-01-18T00:00:00
1990-01-26T00:00:00,1990-02-02T00:00:00,1990-02-09T00:00:00,1990-02-17T00:00:00
1990-02-25T00:00:00,1990-03-03T00:00:00,1990-03-11T00:00:00,1990-03-19T00:00:00
1990-03-26T00:00:00,1990-04-02T00:00:00,1990-04-10T00:00:00,1990-04-18T00:00:00
1990-04-25T00:00:00,1990-05-01T00:00:00,1990-05-09T00:00:00,1990-05-17T00:00:00
1990-05-24T00:00:00,1990-05-31T00:00:00,1990-06-08T00:00:00,1990-06-16T00:00:00
1990-06-22T00:00:00,1990-06-29T00:00:00,1990-07-07T00:00:00,1990-07-15T00:00:00
1990-07-21T00:00:00,1990-07-29T00:00:00,1990-08-06T00:00:00,1990-08-13T00:00:00
1990-08-20T00:00:00,1990-08-28T00:00:00,1990-09-04T00:00:00,1990-09-11T00:00:00
1990-09-18T00:00:00,1990-09-26T00:00:00,1990-10-04T00:00:00,1990-10-11T00:00:00
1990-10-18T00:00:00,1990-10-26T00:00:00,1990-11-02T00:00:00,1990-11-09T00:00:00
1990-11-17T00:00:00,1990-11-25T00:00:00,1990-12-02T00:00:00,1990-12-09T00:00:00
1990-12-17T00:00:00,1990-12-25T00:00:00,1990-12-31T00:00:00,None
None,None,None,1991-01-07T00:00:00
1991-01-15T00:00:00,1991-01-23T00:00:00,1991-01-30T00:00:00,1991-02-06T00:00:00
1991-02-14T00:00:00,1991-02-21T00:00:00,1991-02-28T00:00:00,1991-03-08T00:00:00
1991-03-16T00:00:00,1991-03-23T00:00:00,1991-03-30T00:00:00,1991-04-07T00:00:00
1991-04-14T00:00:00,1991-04-21T00:00:00,1991-04-28T00:00:00,1991-05-06T00:00:00
1991-05-14T00:00:00,1991-05-20T00:00:00,1991-05-28T00:00:00,1991-06-05T00:00:00
1991-06-12T00:00:00,1991-06-19T00:00:00,1991-06-26T00:00:00,1991-07-04T00:00:00
1991-07-11T00:00:00,1991-07-18T00:00:00,1991-07-26T00:00:00,1991-08-03T00:00:00
1991-08-09T00:00:00,1991-08-17T00:00:00,1991-08-25T00:00:00,1991-09-01T00:00:00
1991-09-08T00:00:00,1991-09-15T00:00:00,1991-09-23T00:00:00,1991-09-30T00:00:00
1991-10-07T00:00:00,1991-10-15T00:00:00,1991-10-23T00:00:00,1991-10-30T00:00:00
1991-11-06T00:00:00,1991-11-14T00:00:00,1991-11-21T00:00:00,1991-11-28T00:00:00
1991-12-06T00:00:00,1991-12-14T00:00:00,1991-12-21T00:00:00,1991-12-27T00:00:00
1992-01-04T00:00:00,1992-01-13T00:00:00,1992-01-19T00:00:00,1992-01-26T00:00:00
1992-02-03T00:00:00,1992-02-11T00:00:00,1992-02-18T00:00:00,1992-02-25T00:00:00
1992-03-04T00:00:00,1992-03-11T00:00:00,1992-03-18T00:00:00,1992-03-25T00:00:00
1992-04-03T00:00:00,1992-04-10T00:00:00,1992-04-17T00:00:00,1992-04-24T00:00:00
1992-05-02T00:00:00,1992-05-09T00:00:00,1992-05-16T00:00:00,1992-05-24T00:00:00
1992-06-01T00:00:00,1992-06-07T00:00:00,1992-06-15T00:00:00,1992-06-23T00:00:00
1992-06-30T00:00:00,1992-07-06T00:00:00,1992-07-14T00:00:00,1992-07-22T00:00:00
1992-07-29T00:00:00,1992-08-05T00:00:00,1992-08-13T00:00:00,1992-08-21T00:00:00
1992-08-27T00:00:00,1992-09-03T00:00:00,1992-09-11T00:00:00,1992-09-19T00:00:00
1992-09-26T00:00:00,1992-10-03T00:00:00,1992-10-11T00:00:00,1992-10-19T00:00:00
1992-10-25T00:00:00,1992-11-02T00:00:00,1992-11-10T00:00:00,1992-11-17T00:00:00
1992-11-24T00:00:00,1992-12-02T00:00:00,1992-12-09T00:00:00,1992-12-16T00:00:00
1992-12-23T00:00:00,None,None,None
None,1993-01-01T00:00:00,1993-01-08T00:00:00,1993-01-15T00:00:00
1993-01-22T00:00:00,1993-01-30T00:00:00,1993-02-06T00:00:00,1993-02-13T00:00:00
1993-02-21T00:00:00,1993-03-01T00:00:00,1993-03-08T00:00:00,1993-03-15T00:00:00
1993-03-23T00:00:00,1993-03-31T00:00:00,1993-04-06T00:00:00,1993-04-13T00:00:00
1993-04-21T00:00:00,1993-04-29T00:00:00,1993-05-06T00:00:00,1993-05-13T00:00:00
1993-05-21T00:00:00,1993-05-28T00:00:00,1993-06-04T00:00:00,1993-06-12T00:00:00
1993-06-19T00:00:00,1993-06-26T00:00:00,1993-07-03T00:00:00,1993-07-11T00:00:00
1993-07-19T00:00:00,1993-07-26T00:00:00,1993-08-02T00:00:00,1993-08-10T00:00:00
1993-08-17T00:00:00,1993-08-24T00:00:00,1993-08-31T00:00:00,1993-09-09T00:00:00
1993-09-16T00:00:00,1993-09-22T00:00:00,1993-09-30T00:00:00,1993-10-08T00:00:00
1993-10-15T00:00:00,1993-10-22T00:00:00,1993-10-30T00:00:00,1993-11-07T00:00:00
1993-11-13T00:00:00,1993-11-21T00:00:00,1993-11-29T00:00:00,1993-12-06T00:00:00
1993-12-13T00:00:00,1993-12-20T00:00:00,1993-12-28T00:00:00,None
None,None,None,1994-01-04T00:00:00
1994-01-11T00:00:00,1994-01-19T00:00:00,1994-01-27T00:00:00,1994-02-03T00:00:00
1994-02-10T00:00:00,1994-02-18T00:00:00,1994-02-25T00:00:00,1994-03-04T00:00:00
1994-03-12T00:00:00,1994-03-20T00:00:00,1994-03-27T00:00:00,1994-04-02T00:00:00
1994-04-10T00:00:00,1994-04-18T00:00:00,1994-04-25T00:00:00,1994-05-02T00:00:00
1994-05-10T00:00:00,1994-05-18T00:00:00,1994-05-25T00:00:00,1994-06-01T00:00:00
1994-06-09T00:00:00,1994-06-16T00:00:00,1994-06-23T00:00:00,1994-06-30T00:00:00
1994-07-08T00:00:00,1994-07-15T00:00:00,1994-07-22T00:00:00,1994-07-30T00:00:00
1994-08-07T00:00:00,1994-08-14T00:00:00,1994-08-21T00:00:00,1994-08-29T00:00:00
1994-09-05T00:00:00,1994-09-12T00:00:00,1994-09-19T00:00:00,1994-09-27T00:00:00
1994-10-05T00:00:00,1994-10-11T00:00:00,1994-10-19T00:00:00,1994-10-27T00:00:00
1994-11-03T00:00:00,1994-11-10T00:00:00,1994-11-18T00:00:00,1994-11-26T00:00:00
1994-12-02T00:00:00,1994-12-09T00:00:00,1994-12-18T00:00:00,1994-12-25T00:00:00
1995-01-01T00:00:00,1995-01-08T00:00:00,1995-01-16T00:00:00,1995-01-24T00:00:00
1995-01-30T00:00:00,1995-02-07T00:00:00,1995-02-15T00:00:00,1995-02-22T00:00:00
1995-03-01T00:00:00,1995-03-09T00:00:00,1995-03-16T00:00:00,1995-03-23T00:00:00
1995-03-30T00:00:00,1995-04-08T00:00:00,1995-04-15T00:00:00,1995-04-22T00:00:00
1995-04-29T00:00:00,1995-05-07T00:00:00,1995-05-14T00:00:00,1995-05-21T00:00:00
1995-05-29T00:00:00,1995-06-06T00:00:00,1995-06-13T00:00:00,1995-06-19T00:00:00
1995-06-27T00:00:00,1995-07-05T00:00:00,1995-07-12T00:00:00,1995-07-19T00:00:00
1995-07-27T00:00:00,1995-08-04T00:00:00,1995-08-10T00:00:00,1995-08-18T00:00:00
1995-08-26T00:00:00,1995-09-02T00:00:00,1995-09-09T00:00:00,1995-09-16T00:00:00
1995-09-24T00:00:00,1995-10-01T00:00:00,1995-10-08T00:00:00,1995-10-16T00:00:00
1995-10-24T00:00:00,1995-10-30T00:00:00,1995-11-07T00:00:00,1995-11-15T00:00:00
1995-11-22T00:00:00,1995-11-29T00:00:00,1995-12-06T00:00:00,1995-12-15T00:00:00
1995-12-22T00:00:00,1995-12-28T00:00:00,None,None
None,None,1996-01-05T00:00:00,1996-01-13T00:00:00
1996-01-20T00:00:00,1996-01-27T00:00:00,1996-02-04T00:00:00,1996-02-12T00:00:00
1996-02-18T00:00:00,1996-02-26T00:00:00,1996-03-05T00:00:00,1996-03-12T00:00:00
1996-03-19T00:00:00,1996-03-26T00:00:00,1996-04-03T00:00:00,1996-04-10T00:00:00
1996-04-17T00:00:00,1996-04-25T00:00:00,1996-05-03T00:00:00,1996-05-10T00:00:00
1996-05-17T00:00:00,1996-05-25T00:00:00,1996-06-01T00:00:00,1996-06-08T00:00:00
1996-06-15T00:00:00,1996-06-24T00:00:00,1996-07-01T00:00:00,1996-07-07T00:00:00
1996-07-15T00:00:00,1996-07-23T00:00:00,1996-07-30T00:00:00,1996-08-06T00:00:00
1996-08-14T00:00:00,1996-08-22T00:00:00,1996-08-28T00:00:00,1996-09-04T00:00:00
1996-09-12T00:00:00,1996-09-20T00:00:00,1996-09-26T00:00:00,1996-10-04T00:00:00
1996-10-12T00:00:00,1996-10-19T00:00:00,1996-10-26T00:00:00,1996-11-03T00:00:00
1996-11-11T00:00:00,1996-11-17T00:00:00,1996-11-25T00:00:00,1996-12-03T00:00:00
1996-12-10T00:00:00,1996-12-17T00:00:00,1996-12-24T00:00:00,None
None,None,None,1997-01-01T00:00:00
1997-01-09T00:00:00,1997-01-15T00:00:00,1997-01-23T00:00:00,1997-01-31T00:00:00
1997-02-07T00:00:00,1997-02-14T00:00:00,1997-02-22T00:00:00,1997-03-02T00:00:00
1997-03-08T00:00:00,1997-03-15T00:00:00,1997-03-24T00:00:00,1997-03-31T00:00:00
1997-04-07T00:00:00,1997-04-14T00:00:00,1997-04-22T00:00:00,1997-04-29T00:00:00
1997-05-06T00:00:00,1997-05-14T00:00:00,1997-05-22T00:00:00,1997-05-29T00:00:00
1997-06-05T00:00:00,1997-06-13T00:00:00,1997-06-20T00:00:00,1997-06-27T00:00:00
1997-07-04T00:00:00,1997-07-12T00:00:00,1997-07-20T00:00:00,1997-07-26T00:00:00
1997-08-03T00:00:00,1997-08-11T00:00:00,1997-08-18T00:00:00,1997-08-24T00:00:00
1997-09-01T00:00:00,1997-09-09T00:00:00,1997-09-16T00:00:00,1997-09-23T00:00:00
1997-10-01T00:00:00,1997-10-09T00:00:00,1997-10-16T00:00:00,1997-10-23T00:00:00
1997-10-31T00:00:00,1997-11-07T00:00:00,1997-11-14T00:00:00,1997-11-21T00:00:00
1997-11-30T00:00:00,1997-12-07T00:00:00,1997-12-14T00:00:00,1997-12-21T00:00:00
1997-12-29T00:00:00,None,None,None
None,1998-01-05T00:00:00,1998-01-12T00:00:00,1998-01-20T00:00:00
1998-01-28T00:00:00,1998-02-03T00:00:00,1998-02-11T00:00:00,1998-02-19T00:00:00
1998-02-26T00:00:00,1998-03-05T00:00:00,1998-03-13T00:00:00,1998-03-21T00:00:00
1998-03-28T00:00:00,1998-04-03T00:00:00,1998-04-11T00:00:00,1998-04-19T00:00:00
1998-04-26T00:00:00,1998-05-03T00:00:00,1998-05-11T00:00:00,1998-05-19T00:00:00
1998-05-25T00:00:00,1998-06-01T00:00:00,1998-06-10T00:00:00,1998-06-17T00:00:00
1998-06-24T00:00:00,1998-07-01T00:00:00,1998-07-09T00:00:00,1998-07-16T00:00:00
1998-07-23T00:00:00,1998-07-31T00:00:00,1998-08-07T00:00:00,1998-08-14T00:00:00
1998-08-21T00:00:00,1998-08-30T00:00:00,1998-09-06T00:00:00,1998-09-12T00:00:00
1998-09-20T00:00:00,1998-09-28T00:00:00,1998-10-05T00:00:00,1998-10-12T00:00:00
1998-10-20T00:00:00,1998-10-28T00:00:00,1998-11-04T00:00:00,1998-11-10T00:00:00
1998-11-19T00:00:00,1998-11-26T00:00:00,1998-12-03T00:00:00,1998-12-10T00:00:00
1998-12-18T00:00:00,1998-12-26T00:00:00,None,None
None,None,1999-01-02T00:00:00,1999-01-09T00:00:00
1999-01-17T00:00:00,1999-01-24T00:00:00,1999-01-31T00:00:00,1999-02-08T00:00:00
1999-02-16T00:00:00,1999-02-22T00:00:00,1999-03-02T00:00:00,1999-03-10T00:00:00
1999-03-17T00:00:00,1999-03-24T00:00:00,1999-03-31T00:00:00,1999-04-08T00:00:00
1999-04-16T00:00:00,1999-04-22T00:00:00,1999-04-30T00:00:00,1999-05-08T00:00:00
1999-05-15T00:00:00,1999-05-22T00:00:00,1999-05-30T00:00:00,1999-06-07T00:00:00
1999-06-13T00:00:00,1999-06-20T00:00:00,1999-06-28T00:00:00,1999-07-06T00:00:00
1999-07-12T00:00:00,1999-07-20T00:00:00,1999-07-28T00:00:00,1999-08-04T00:00:00
1999-08-11T00:00:00,1999-08-18T00:00:00,1999-08-26T00:00:00,1999-09-02T00:00:00
1999-09-09T00:00:00,1999-09-17T00:00:00,1999-09-25T00:00:00,1999-10-02T00:00:00
1999-10-09T00:00:00,1999-10-17T00:00:00,1999-10-24T00:00:00,1999-10-31T00:00:00
1999-11-08T00:00:00,1999-11-16T00:00:00,1999-11-23T00:00:00,1999-11-29T00:00:00
1999-12-07T00:00:00,1999-12-15T00:00:00,1999-12-22T00:00:00,1999-12-29T00:00:00
2000-01-06T00:00:00,2000-01-14T00:00:00,2000-01-21T00:00:00,2000-01-28T00:00:00
2000-02-05T00:00:00,2000-02-12T00:00:00,2000-02-19T00:00:00,2000-02-27T00:00:00
2000-03-06T00:00:00,2000-03-13T00:00:00,2000-03-20T00:00:00,2000-03-27T00:00:00
2000-04-04T00:00:00,2000-04-11T00:00:00,2000-04-18T00:00:00,2000-04-26T00:00:00
2000-05-04T00:00:00,2000-05-10T00:00:00,2000-05-18T00:00:00,2000-05-26T00:00:00
2000-06-02T00:00:00,2000-06-09T00:00:00,2000-06-16T00:00:00,2000-06-24T00:00:00
2000-07-01T00:00:00,2000-07-08T00:00:00,2000-07-16T00:00:00,2000-07-24T00:00:00
2000-07-30T00:00:00,2000-08-06T00:00:00,2000-08-15T00:00:00,2000-08-22T00:00:00
2000-08-29T00:00:00,2000-09-05T00:00:00,2000-09-13T00:00:00,2000-09-20T00:00:00
2000-09-27T00:00:00,2000-10-05T00:00:00,2000-10-13T00:00:00,2000-10-20T00:00:00
2000-10-27T00:00:00,2000-11-04T00:00:00,2000-11-11T00:00:00,2000-11-18T00:00:00
2000-11-25T00:00:00,2000-12-04T00:00:00,2000-12-11T00:00:00,2000-12-17T00:00:00
2000-12-25T00:00:00,None,None,None
None,2001-01-02T00:00:00,2001-01-09T00:00:00,2001-01-16T00:00:00
2001-01-24T00:00:00,2001-02-01T00:00:00,2001-02-08T00:00:00,2001-02-15T00:00:00
2001-02-23T00:00:00,2001-03-02T00:00:00,2001-03-09T00:00:00,2001-03-16T00:00:00
2001-03-24T00:00:00,2001-04-01T00:00:00,2001-04-08T00:00:00,2001-04-15T00:00:00
2001-04-23T00:00:00,2001-04-30T00:00:00,2001-05-07T00:00:00,2001-05-15T00:00:00
2001-05-22T00:00:00,2001-05-29T00:00:00,2001-06-05T00:00:00,2001-06-14T00:00:00
2001-06-21T00:00:00,2001-06-28T00:00:00,2001-07-05T00:00:00,2001-07-13T00:00:00
2001-07-20T00:00:00,2001-07-27T00:00:00,2001-08-04T00:00:00,2001-08-12T00:00:00
2001-08-18T00:00:00,2001-08-25T00:00:00,2001-09-02T00:00:00,2001-09-10T00:00:00
2001-09-17T00:00:00,2001-09-24T00:00:00,2001-10-02T00:00:00,2001-10-10T00:00:00
2001-10-16T00:00:00,2001-10-24T00:00:00,2001-11-01T00:00:00,2001-11-08T00:00:00
2001-11-15T00:00:00,2001-11-22T00:00:00,2001-11-30T00:00:00,2001-12-07T00:00:00
2001-12-14T00:00:00,2001-12-22T00:00:00,2001-12-30T00:00:00,None
None,None,None,2002-01-06T00:00:00
2002-01-13T00:00:00,2002-01-21T00:00:00,2002-01-28T00:00:00,2002-02-04T00:00:00
2002-02-12T00:00:00,2002-02-20T00:00:00,2002-02-27T00:00:00,2002-03-05T00:00:00
2002-03-13T00:00:00,2002-03-21T00:00:00,2002-03-28T00:00:00,2002-04-04T00:00:00
2002-04-12T00:00:00,2002-04-20T00:00:00,2002-04-26T00:00:00,2002-05-04T00:00:00
2002-05-12T00:00:00,2002-05-19T00:00:00,2002-05-26T00:00:00,2002-06-02T00:00:00
2002-06-10T00:00:00,2002-06-17T00:00:00,2002-06-24T00:00:00,2002-07-02T00:00:00
2002-07-10T00:00:00,2002-07-17T00:00:00,2002-07-24T00:00:00,2002-08-01T00:00:00
2002-08-08T00:00:00,2002-08-15T00:00:00,2002-08-22T00:00:00,2002-08-30T00:00:00
2002-09-07T00:00:00,2002-09-13T00:00:00,2002-09-21T00:00:00,2002-09-29T00:00:00
2002-10-06T00:00:00,2002-10-13T00:00:00,2002-10-21T00:00:00,2002-10-29T00:00:00
2002-11-04T00:00:00,2002-11-11T00:00:00,2002-11-19T00:00:00,2002-11-27T00:00:00
2002-12-04T00:00:00,2002-12-11T00:00:00,2002-12-19T00:00:00,2002-12-26T00:00:00
2003-01-02T00:00:00,2003-01-10T00:00:00,2003-01-18T00:00:00,2003-01-25T00:00:00
2003-02-01T00:00:00,2003-02-09T00:00:00,2003-02-16T00:00:00,2003-02-23T00:00:00
2003-03-02T00:00:00,2003-03-11T00:00:00,2003-03-18T00:00:00,2003-03-24T00:00:00
2003-04-01T00:00:00,2003-04-09T00:00:00,2003-04-16T00:00:00,2003-04-23T00:00:00
2003-05-01T00:00:00,2003-05-09T00:00:00,2003-05-16T00:00:00,2003-05-22T00:00:00
2003-05-31T00:00:00,2003-06-07T00:00:00,2003-06-14T00:00:00,2003-06-21T00:00:00
2003-06-29T00:00:00,2003-07-06T00:00:00,2003-07-13T00:00:00,2003-07-21T00:00:00
2003-07-29T00:00:00,2003-08-05T00:00:00,2003-08-12T00:00:00,2003-08-19T00:00:00
2003-08-27T00:00:00,2003-09-03T00:00:00,2003-09-10T00:00:00,2003-09-18T00:00:00
2003-09-26T00:00:00,2003-10-02T00:00:00,2003-10-10T00:00:00,2003-10-18T00:00:00
2003-10-25T00:00:00,2003-11-01T00:00:00,2003-11-08T00:00:00,2003-11-17T00:00:00
2003-11-23T00:00:00,2003-11-30T00:00:00,2003-12-08T00:00:00,2003-12-16T00:00:00
2003-12-23T00:00:00,2003-12-30T00:00:00,None,None
None,None,2004-01-07T00:00:00,2004-01-15T00:00:00
2004-01-21T00:00:00,2004-01-29T00:00:00,2004-02-06T00:00:00,2004-02-13T00:00:00
2004-02-20T00:00:00,2004-02-28T00:00:00,2004-03-06T00:00:00,2004-03-13T00:00:00
2004-03-20T00:00:00,2004-03-28T00:00:00,2004-04-05T00:00:00,2004-04-12T00:00:00
2004-04-19T00:00:00,2004-04-27T00:00:00,2004-05-04T00:00:00,2004-05-11T00:00:00
2004-05-19T00:00:00,2004-05-27T00:00:00,2004-06-03T00:00:00,2004-06-09T00:00:00
2004-06-17T00:00:00,2004-06-25T00:00:00,2004-07-02T00:00:00,2004-07-09T00:00:00
2004-07-17T00:00:00,2004-07-25T00:00:00,2004-07-31T00:00:00,2004-08-07T00:00:00
2004-08-15T00:00:00,2004-08-23T00:00:00,2004-08-29T00:00:00,2004-09-06T00:00:00
2004-09-14T00:00:00,2004-09-21T00:00:00,2004-09-28T00:00:00,2004-10-06T00:00:00
2004-10-13T00:00:00,2004-10-20T00:00:00,2004-10-28T00:00:00,2004-11-05T00:00:00
2004-11-12T00:00:00,2004-11-19T00:00:00,2004-11-26T00:00:00,2004-12-04T00:00:00
2004-12-11T00:00:00,2004-12-18T00:00:00,2004-12-26T00:00:00,None
None,None,None,2005-01-03T00:00:00
2005-01-10T00:00:00,2005-01-17T00:00:00,2005-01-25T00:00:00,2005-02-02T00:00:00
2005-02-08T00:00:00,2005-02-15T00:00:00,2005-02-24T00:00:00,2005-03-03T00:00:00
2005-03-10T00:00:00,2005-03-17T00:00:00,2005-03-25T00:00:00,2005-04-01T00:00:00
2005-04-08T00:00:00,2005-04-16T00:00:00,2005-04-24T00:00:00,2005-05-01T00:00:00
2005-05-08T00:00:00,2005-05-16T00:00:00,2005-05-23T00:00:00,2005-05-30T00:00:00
2005-06-06T00:00:00,2005-06-14T00:00:00,2005-06-22T00:00:00,2005-06-28T00:00:00
2005-07-06T00:00:00,2005-07-14T00:00:00,2005-07-21T00:00:00,2005-07-28T00:00:00
2005-08-05T00:00:00,2005-08-12T00:00:00,2005-08-19T00:00:00,2005-08-26T00:00:00
2005-09-03T00:00:00,2005-09-11T00:00:00,2005-09-17T00:00:00,2005-09-25T00:00:00
2005-10-03T00:00:00,2005-10-10T00:00:00,2005-10-17T00:00:00,2005-10-24T00:00:00
2005-11-01T00:00:00,2005-11-08T00:00:00,2005-11-15T00:00:00,2005-11-23T00:00:00
2005-12-01T00:00:00,2005-12-08T00:00:00,2005-12-15T00:00:00,2005-12-23T00:00:00
2005-12-31T00:00:00,None,None,None
None,2006-01-06T00:00:00,2006-01-14T00:00:00,2006-01-22T00:00:00
2006-01-29T00:00:00,2006-02-05T00:00:00,2006-02-13T00:00:00,2006-02-21T00:00:00
2006-02-27T00:00:00,2006-03-06T00:00:00,2006-03-14T00:00:00,2006-03-22T00:00:00
2006-03-29T00:00:00,2006-04-05T00:00:00,2006-04-13T00:00:00,2006-04-21T00:00:00
2006-04-27T00:00:00,2006-05-05T00:00:00,2006-05-13T00:00:00,2006-05-20T00:00:00
2006-05-27T00:00:00,2006-06-03T00:00:00,2006-06-11T00:00:00,2006-06-18T00:00:00
2006-06-25T00:00:00,2006-07-03T00:00:00,2006-07-11T00:00:00,2006-07-17T00:00:00
2006-07-25T00:00:00,2006-08-02T00:00:00,2006-08-09T00:00:00,2006-08-15T00:00:00
2006-08-23T00:00:00,2006-08-31T00:00:00,2006-09-07T00:00:00,2006-09-14T00:00:00
2006-09-22T00:00:00,2006-09-30T00:00:00,2006-10-07T00:00:00,2006-10-13T00:00:00
2006-10-22T00:00:00,2006-10-29T00:00:00,2006-11-05T00:00:00,2006-11-12T00:00:00
2006-11-20T00:00:00,2006-11-28T00:00:00,2006-12-04T00:00:00,2006-12-12T00:00:00
2006-12-20T00:00:00,2006-12-27T00:00:00,None,None
None,None,2007-01-03T00:00:00,2007-01-11T00:00:00
2007-01-19T00:00:00,2007-01-25T00:00:00,2007-02-02T00:00:00,2007-02-10T00:00:00
2007-02-17T00:00:00,2007-02-24T00:00:00,2007-03-03T00:00:00,2007-03-12T00:00:00
2007-03-18T00:00:00,2007-03-25T00:00:00,2007-04-02T00:00:00,2007-04-10T00:00:00
2007-04-17T00:00:00,2007-04-24T00:00:00,2007-05-02T00:00:00,2007-05-10T00:00:00
2007-05-16T00:00:00,2007-05-23T00:00:00,2007-05-31T00:00:00,2007-06-08T00:00:00
2007-06-15T00:00:00,2007-06-22T00:00:00,2007-06-30T00:00:00,2007-07-07T00:00:00
2007-07-14T00:00:00,2007-07-22T00:00:00,2007-07-29T00:00:00,2007-08-05T00:00:00
2007-08-12T00:00:00,2007-08-20T00:00:00,2007-08-28T00:00:00,2007-09-03T00:00:00
2007-09-11T00:00:00,2007-09-19T00:00:00,2007-09-26T00:00:00,2007-10-03T00:00:00
2007-10-11T00:00:00,2007-10-19T00:00:00,2007-10-26T00:00:00,2007-11-01T00:00:00
2007-11-09T00:00:00,2007-11-17T00:00:00,2007-11-24T00:00:00,2007-12-01T00:00:00
2007-12-09T00:00:00,2007-12-17T00:00:00,2007-12-23T00:00:00,2007-12-31T00:00:00
2008-01-08T00:00:00,2008-01-15T00:00:00,2008-01-22T00:00:00,2008-01-30T00:00:00
2008-02-07T00:00:00,2008-02-14T00:00:00,2008-02-21T00:00:00,2008-02-28T00:00:00
